NODE_31949_length_291_cov_1.275424,Nonlabens dokdonensis
NODE_19814_length_466_cov_0.836983,Nonlabens dokdonensis
NODE_24303_length_384_cov_0.948328,Nonlabens dokdonensis
NODE_21607_length_431_cov_1.319149,Nonlabens dokdonensis
NODE_11902_length_722_cov_2.881559,Nonlabens dokdonensis
NODE_18362_length_499_cov_1.018018,Nonlabens dokdonensis
NODE_41048_length_234_cov_1.284916,Nonlabens dokdonensis
NODE_29562_length_317_cov_1.137405,Nonlabens dokdonensis
NODE_26985_length_347_cov_1.397260,Nonlabens dokdonensis
NODE_27761_length_338_cov_1.434629,Nonlabens dokdonensis
NODE_47117_length_100_cov_49.444444,Paracoccus denitrificans
NODE_46209_length_206_cov_1.066225,Nonlabens dokdonensis
NODE_19996_length_462_cov_1.144963,Nonlabens dokdonensis
NODE_9265_length_885_cov_1.249398,Nonlabens dokdonensis
NODE_22007_length_424_cov_0.861789,Nonlabens dokdonensis
NODE_28271_length_332_cov_1.068592,Nonlabens dokdonensis
NODE_16938_length_535_cov_1.860417,Nonlabens dokdonensis
NODE_22793_length_410_cov_1.163380,Nonlabens dokdonensis
NODE_20193_length_458_cov_1.292804,Nonlabens dokdonensis
NODE_24496_length_380_cov_2.156923,Nonlabens dokdonensis
NODE_44329_length_217_cov_1.092593,Nonlabens dokdonensis
NODE_39967_length_240_cov_0.951351,Nonlabens dokdonensis
NODE_21069_length_441_cov_1.525907,Nonlabens dokdonensis
NODE_39422_length_242_cov_1.374332,Nonlabens dokdonensis
NODE_31892_length_292_cov_0.962025,Nonlabens dokdonensis
NODE_41641_length_231_cov_1.920455,Nonlabens dokdonensis
NODE_29779_length_315_cov_0.953846,Nonlabens dokdonensis
NODE_8366_length_961_cov_10.019868,Xylella fastidiosa
NODE_17902_length_511_cov_0.978070,Nonlabens dokdonensis
NODE_41425_length_233_cov_0.735955,Nonlabens dokdonensis
NODE_17402_length_523_cov_1.918803,Nonlabens dokdonensis
NODE_13927_length_632_cov_1.019064,Nonlabens dokdonensis
NODE_20858_length_445_cov_1.584615,Nonlabens dokdonensis
NODE_10355_length_811_cov_1.849206,Nonlabens dokdonensis
NODE_41167_length_234_cov_0.949721,Nonlabens dokdonensis
NODE_36501_length_258_cov_0.842365,Nonlabens dokdonensis
NODE_2855_length_3148_cov_126.818623,Pseudomonas aeruginosa group
NODE_20965_length_443_cov_1.489691,Nonlabens dokdonensis
NODE_19307_length_476_cov_1.263658,Nonlabens dokdonensis
NODE_21873_length_426_cov_1.070081,Nonlabens dokdonensis
NODE_35838_length_261_cov_1.441748,Nonlabens dokdonensis
NODE_33464_length_278_cov_0.852018,Nonlabens dokdonensis
NODE_31922_length_291_cov_1.830508,Herbaspirillum hiltneri
NODE_25550_length_366_cov_0.942122,Nonlabens dokdonensis
NODE_21781_length_428_cov_1.008043,Nonlabens dokdonensis
NODE_43669_length_221_cov_1.054217,Nonlabens dokdonensis
NODE_44803_length_214_cov_1.188679,Nonlabens dokdonensis
NODE_22146_length_421_cov_1.213115,Nonlabens dokdonensis
NODE_22691_length_412_cov_1.151261,Nonlabens dokdonensis
NODE_950_length_15312_cov_7.449892,Xylella fastidiosa
NODE_46096_length_207_cov_0.901316,Nonlabens dokdonensis
NODE_28586_length_328_cov_1.304029,Nonlabens dokdonensis
NODE_23557_length_397_cov_0.836257,Nonlabens dokdonensis
NODE_25515_length_366_cov_1.691318,Nonlabens dokdonensis
NODE_17995_length_508_cov_2.022075,Nonlabens dokdonensis
NODE_6264_length_1218_cov_1.561479,Nonlabens dokdonensis
NODE_23325_length_400_cov_165.782609,Paracoccus denitrificans
NODE_20777_length_447_cov_1.122449,Nonlabens dokdonensis
NODE_28269_length_332_cov_1.083032,Nonlabens dokdonensis
NODE_26405_length_354_cov_2.364548,Nonlabens dokdonensis
NODE_18981_length_483_cov_1.841121,Nonlabens dokdonensis
NODE_20400_length_454_cov_1.353383,Nonlabens dokdonensis
NODE_17110_length_531_cov_1.069328,Nonlabens dokdonensis
NODE_40769_length_236_cov_0.922652,Nonlabens dokdonensis
NODE_36693_length_257_cov_0.717822,Nonlabens dokdonensis
NODE_12445_length_696_cov_1.898596,Nonlabens dokdonensis
NODE_38507_length_247_cov_0.828125,Nonlabens dokdonensis
NODE_11562_length_740_cov_1.915328,Nonlabens dokdonensis
NODE_12579_length_690_cov_0.903937,Nonlabens dokdonensis
NODE_26795_length_350_cov_0.813559,Nonlabens dokdonensis
NODE_20479_length_452_cov_1.989924,Nonlabens dokdonensis
NODE_45242_length_212_cov_0.904459,Nonlabens dokdonensis
NODE_27603_length_340_cov_0.978947,Nonlabens dokdonensis
NODE_4159_length_1835_cov_6.855618,Xylella fastidiosa
NODE_8568_length_943_cov_1.965090,Nonlabens dokdonensis
NODE_12266_length_705_cov_1.598462,Nonlabens dokdonensis
NODE_11179_length_760_cov_1.808511,Nonlabens dokdonensis
NODE_11016_length_771_cov_1.956704,Nonlabens dokdonensis
NODE_3742_length_2085_cov_7.888177,Xylella fastidiosa
NODE_19049_length_482_cov_0.939110,Nonlabens dokdonensis
NODE_25667_length_364_cov_1.139159,Nonlabens dokdonensis
NODE_25495_length_366_cov_55.437299,Paracoccus denitrificans
NODE_17725_length_515_cov_1.480435,Nonlabens dokdonensis
NODE_10849_length_780_cov_2.402759,Nonlabens dokdonensis
NODE_27835_length_337_cov_1.326241,Nonlabens dokdonensis
NODE_183_length_86425_cov_124.714820,Pseudomonas aeruginosa group
NODE_14672_length_605_cov_1.761818,Nonlabens dokdonensis
NODE_43810_length_220_cov_1.151515,Nonlabens dokdonensis
NODE_18863_length_486_cov_2.858469,Nonlabens dokdonensis
NODE_17049_length_532_cov_1.459119,Nonlabens dokdonensis
NODE_12823_length_678_cov_1.847512,Nonlabens dokdonensis
NODE_28653_length_328_cov_0.809524,Nonlabens dokdonensis
NODE_13273_length_659_cov_1.240066,Nonlabens dokdonensis
NODE_34213_length_272_cov_1.101382,Nonlabens dokdonensis
NODE_19691_length_468_cov_1.457627,Nonlabens dokdonensis
NODE_28228_length_332_cov_1.855596,Nonlabens dokdonensis
NODE_23230_length_402_cov_2.461095,Nonlabens dokdonensis
NODE_1572_length_7864_cov_8.566270,Xylella fastidiosa
NODE_27163_length_345_cov_1.179310,Nonlabens dokdonensis
NODE_24599_length_379_cov_1.120370,Nonlabens dokdonensis
NODE_24490_length_380_cov_2.578462,Nonlabens dokdonensis
NODE_31376_length_297_cov_1.231405,Nonlabens dokdonensis
NODE_8354_length_963_cov_0.984581,Nonlabens dokdonensis
NODE_16511_length_546_cov_3.562118,Nonlabens dokdonensis
NODE_24876_length_375_cov_0.984375,Nonlabens dokdonensis
NODE_27573_length_340_cov_1.417544,Nonlabens dokdonensis
NODE_23996_length_389_cov_1.047904,Nonlabens dokdonensis
NODE_29410_length_319_cov_0.886364,Nonlabens dokdonensis
NODE_24444_length_381_cov_1.926380,Nonlabens dokdonensis
NODE_25827_length_362_cov_1.006515,Nonlabens dokdonensis
NODE_27246_length_344_cov_1.065744,Nonlabens dokdonensis
NODE_10868_length_779_cov_2.356354,Nonlabens dokdonensis
NODE_11425_length_747_cov_2.638728,Nonlabens dokdonensis
NODE_8221_length_975_cov_2.079348,Nonlabens dokdonensis
NODE_19828_length_465_cov_1.843902,Nonlabens dokdonensis
NODE_35021_length_266_cov_1.085308,Nonlabens dokdonensis
NODE_30123_length_311_cov_1.078125,Nonlabens dokdonensis
NODE_42713_length_226_cov_1.175439,Nonlabens dokdonensis
NODE_41392_length_233_cov_0.893258,Nonlabens dokdonensis
NODE_11098_length_765_cov_2.340845,Nonlabens dokdonensis
NODE_22039_length_423_cov_1.225543,Nonlabens dokdonensis
NODE_37955_length_249_cov_1.536082,Nonlabens dokdonensis
NODE_31141_length_300_cov_0.771429,Nonlabens dokdonensis
NODE_15415_length_580_cov_0.809524,Nonlabens dokdonensis
NODE_30856_length_303_cov_0.879032,Nonlabens dokdonensis
NODE_19824_length_465_cov_2.095122,Nonlabens dokdonensis
NODE_28089_length_334_cov_1.157706,Nonlabens dokdonensis
NODE_32364_length_287_cov_0.857759,Nonlabens dokdonensis
NODE_29191_length_321_cov_1.169173,Nonlabens dokdonensis
NODE_12737_length_682_cov_1.744817,Nonlabens dokdonensis
NODE_33938_length_274_cov_1.292237,Nonlabens dokdonensis
NODE_19004_length_483_cov_1.114486,Nonlabens dokdonensis
NODE_42446_length_228_cov_0.872832,Nonlabens dokdonensis
NODE_45121_length_212_cov_1.280255,Nonlabens dokdonensis
NODE_36193_length_259_cov_1.416667,Nonlabens dokdonensis
NODE_13372_length_654_cov_2.083472,Nonlabens dokdonensis
NODE_34924_length_267_cov_0.863208,Nonlabens dokdonensis
NODE_21558_length_432_cov_1.188329,Nonlabens dokdonensis
NODE_39643_length_241_cov_1.182796,Nonlabens dokdonensis
NODE_11049_length_769_cov_1.662465,Nonlabens dokdonensis
NODE_19657_length_469_cov_0.833333,Nonlabens dokdonensis
NODE_33775_length_275_cov_1.804545,Nonlabens dokdonensis
NODE_21668_length_430_cov_1.200000,Nonlabens dokdonensis
